,0,1,2,3
0,-1.348603850456499,-0.37636887614785103,-0.08050333812950566,-0.3888682119066145
1,-0.8902102551863489,0.12103151966016673,-1.1666483345167002,-0.43610404828466154
2,-0.5991066178967328,1.5073051454485973,2.0077015609700997,-1.6562594731511118
3,-0.8518322412878645,1.354297718994521,-1.5982949333445449,2.1812067890148796
4,0.39565675590976596,-1.8853436087100612,-0.3444842331268945,1.913052012611762
5,0.27062156709856394,-0.4619547937858708,-1.8213275741174866,-0.49228411991745485
6,-0.18305034245277182,2.1074529878662505,0.8010745287970829,2.140266172014403
7,-0.9459669676509977,1.3221056146402888,1.9590113548084291,2.095598548541633
8,-1.147652408330422,-1.60630687035168,-0.7144530163043809,0.04497794880920908
9,1.281247425688084,-0.4602400516349607,0.18177583435557235,0.23920428028717747
