,0,1,2,3
0,0.33419191425339406,2.360218668418913,-0.511638940354463,1.1803876629007979
1,0.55237572183361,1.9828598964344868,-2.2988774772358083,0.790836792807752
2,0.2578628699154381,-0.8409267264162268,-0.16149444333613516,0.8221506069702864
3,0.05837449787115156,-1.6575903731442594,-0.9679561116910846,1.8890314677514377
4,-0.5511551505949126,-1.6039435868859322,0.39853272128106154,0.7674987180970011
5,-0.15580363520841697,0.36609690694073005,0.9353021518653905,0.030158700671700303
6,0.8673905725169397,-0.44268004137315453,-1.163711929925427,0.5237697855891764
7,-0.06725169452684643,0.1284942068576659,0.07592566334188862,0.8256540137297453
8,-0.67768246507501,-0.16830998948810905,1.6458011829979087,0.3560574066586075
9,-1.7590174684184048,0.7201966280067252,-0.6629644853683098,1.892972373239243
